timestamp,lat(ms),timestamp_sec
16453103026566699,100.69641203153877,1645310302
16453103026704397,114.88483904395252,1645310302
16453103026714509,116.30276404321194,1645310302
16453103026724072,117.66992497723551,1645310302
16453103026733916,120.39146898314355,1645310302
16453103026743534,120.5434709554538,1645310302
16453103026753144,118.48764703609051,1645310302
16453103026762652,119.8931030230597,1645310302
16453103026779125,120.19099702592942,1645310302
16453103026781428,123.88380395714194,1645310302
16453103026804354,122.27163196075709,1645310302
16453103026805954,123.33800795022398,1645310302
16453103026807218,121.7529400018975,1645310302
1645310302683195,122.62743304017931,1645310302
1645310302683359,123.98696609307079,1645310302
16453103026834846,123.32885502837598,1645310302
16453103026836033,122.19739204738286,1645310302
16453103026837122,125.17837900668384,1645310302
1645310302686206,122.78254493139684,1645310302
16453103026863687,124.56234893761575,1645310302
16453103026864927,126.7285259673372,1645310302
16453103026866114,124.41616202704607,1645310302
1645310302686722,125.73695904575287,1645310302
16453103026878376,125.23843301460148,1645310302
1645310302687993,125.0082569895312,1645310302
16453103026926444,128.7896609865129,1645310302
16453103026943555,130.12399605941027,1645310302
16453103026954126,130.38550294004378,1645310302
1645310302696519,131.89137890003622,1645310302
16453103026975815,131.75329205114394,1645310302
16453103026994293,132.78886408079416,1645310302
16453103026996965,133.46704200375825,1645310302
1645310302701425,133.17697797901928,1645310302
16453103027016416,133.00810195505622,1645310302
16453103027031612,132.87580001633614,1645310302
16453103027034073,135.56718197651207,1645310302
1645310302705036,135.9925949946046,1645310302
16453103027052534,138.2257080404088,1645310302
16453103027068856,137.01063196640462,1645310302
16453103027071507,139.71528003457934,1645310302
16453103027095556,137.68639008048922,1645310302
16453103027097833,138.31740303430706,1645310302
16453103027099993,136.49236597120762,1645310302
16453103027131643,139.2878289334476,1645310302
16453103027133586,141.0693139769137,1645310302
16453103027134798,140.40692697744817,1645310302
1645310302713590,142.92659098282456,1645310302
16453103027136903,144.2560040159151,1645310302
16453103027137892,142.73368706926703,1645310302
16453103027143714,141.68285694904625,1645310302
1645310302915329,7.446396979503334,1645310302
16453103029433072,21.621923078782853,1645310302
16453103029523914,27.47424296103418,1645310302
16453103029525077,29.076343053020533,1645310302
16453103029589372,31.847150065004826,1645310302
1645310302959030,30.42838000692427,1645310302
16453103029637702,32.196554937399924,1645310302
16453103029638603,33.81814900785685,1645310302
1645310302976070,42.44817595463246,1645310302
1645310303001101,66.4802809478715,1645310303
16453103030024579,63.202196964994066,1645310303
16453103030034661,63.29053791705519,1645310303
16453103030047748,52.13335400912911,1645310303
16453103030055487,60.09225395973772,1645310303
16453103030063677,59.661010047420866,1645310303
16453103030077794,69.47914196643978,1645310303
16453103030085163,55.228554992936544,1645310303
16453103030098894,56.099500972777605,1645310303
1645310303010641,75.09615295566618,1645310303
1645310303011882,68.42166802380235,1645310303
16453103030141964,69.36114490963519,1645310303
1645310303015342,59.82851807493717,1645310303
16453103030163476,60.40991109330207,1645310303
16453103030173612,70.01972303260118,1645310303
16453103030184524,58.29090403858572,1645310303
16453103030201516,82.76545698754491,1645310303
1645310303020379,76.19177107699215,1645310303
1645310303022160,74.19266493525356,1645310303
16453103030224056,76.30983495619148,1645310303
16453103030240757,75.51251398399472,1645310303
1645310303024237,75.06720104720443,1645310303
16453103030259793,65.38899498991668,1645310303
16453103030261624,69.81383101083338,1645310303
1645310303026290,89.85081105493009,1645310303
1645310303028071,68.39829590171576,1645310303
16453103030282817,73.27109400648624,1645310303
16453103030284126,67.38534604664892,1645310303
16453103030306242,63.213641056790955,1645310303
1645310303030786,69.27652098238468,1645310303
16453103030309088,76.57812803518026,1645310303
16453103030310266,71.90909807104617,1645310303
16453103030326235,62.86856008227914,1645310303
16453103030327842,64.5557779353112,1645310303
16453103030329041,65.09000202640891,1645310303
16453103030458355,81.31131005939095,1645310303
16453103030475929,83.62038305494934,1645310303
16453103030486667,83.20328895933926,1645310303
16453103030505142,85.51580307539551,1645310303
16453103030507503,83.74922105576844,1645310303
16453103030517023,85.11878794524819,1645310303
16453103031735904,7.417983026243746,1645310303
1645310303200740,6.734272930771112,1645310303
16453103032145526,11.365653946995735,1645310303
1645310303218234,13.460616930387914,1645310303
16453103032199843,10.495862923562528,1645310303
16453103032218807,10.790414991788566,1645310303
16453103032257462,10.923326946794989,1645310303
16453103032266743,10.45215898193419,1645310303
16453103032331529,6.15830603055656,1645310303
16453103032666008,15.020113904029133,1645310303
16453103032743523,21.016421029344198,1645310303
16453103032823176,25.372688076458868,1645310303
16453103032824342,27.024538023397326,1645310303
16453103032902246,31.11203701701015,1645310303
1645310303290314,29.67999805696309,1645310303
16453103032938938,31.797794974409047,1645310303
1645310303293984,30.427872086875137,1645310303
16453103033011255,34.35265296138823,1645310303
1645310303308415,39.68601394444704,1645310303
1645310303309476,39.83121400233358,1645310303
